,reason_1,reason_2,reason_3,reason_4,Date,Transportation Expense,Distance to Work,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month Value,Day Of week
465,0,0,0,1,2017-07-14,118,10,230.29,28,0,0,0,8,7,4
466,0,0,0,1,2017-07-17,260,50,230.29,23,0,4,0,4,7,0
467,0,0,0,1,2017-07-18,118,10,230.29,28,0,0,0,8,7,1
468,0,1,0,0,2017-07-24,300,26,230.29,25,0,2,1,8,7,0
469,0,0,0,1,2017-07-24,235,29,230.29,33,0,1,5,1,7,0
470,0,0,0,1,2017-07-25,246,25,230.29,23,0,0,0,2,7,1
471,1,0,0,0,2017-07-25,225,26,230.29,24,0,1,2,112,7,1
472,0,0,0,1,2017-07-25,179,51,230.29,31,0,0,0,1,7,1
473,0,0,0,1,2017-07-28,118,13,230.29,31,0,1,0,1,7,4
474,0,0,0,1,2017-07-28,361,52,230.29,27,0,1,4,8,7,4
475,0,0,0,1,2017-07-24,289,36,230.29,30,0,2,1,8,7,0
476,0,0,0,1,2017-07-24,235,20,230.29,38,0,1,0,8,7,0
477,0,0,0,1,2017-07-25,246,25,230.29,23,0,0,0,2,7,1
478,0,0,0,1,2017-07-27,291,31,230.29,25,0,1,1,1,7,3
479,0,0,0,1,2017-07-27,279,5,230.29,24,0,2,0,2,7,3
480,0,0,0,1,2017-08-03,179,51,249.797,31,0,0,0,4,7,3
481,0,0,0,1,2017-08-07,179,22,249.797,22,1,2,0,1,7,0
482,0,0,0,1,2017-08-08,246,25,249.797,23,0,0,0,4,7,1
483,0,0,0,1,2017-08-08,118,10,249.797,28,0,0,0,4,7,1
484,0,0,0,1,2017-08-08,289,36,249.797,30,0,2,1,8,7,1
485,0,0,0,1,2017-08-08,235,20,249.797,38,0,1,0,8,7,1
486,0,0,0,1,2017-08-10,291,31,249.797,25,0,1,1,4,7,3
487,0,0,0,1,2017-08-14,179,51,249.797,31,0,0,0,4,7,0
488,0,0,0,1,2017-08-15,179,22,249.797,22,1,2,0,8,7,1
489,0,0,0,1,2017-08-17,330,16,249.797,25,1,0,0,16,7,3
490,0,0,0,1,2017-08-22,235,11,249.797,29,1,1,1,4,7,1
491,0,0,0,1,2017-08-22,246,25,249.797,23,0,0,0,1,7,1
492,0,0,0,1,2017-08-22,118,10,249.797,28,0,0,0,5,7,1
493,0,0,0,1,2017-08-24,291,31,249.797,25,0,1,1,2,7,3
494,0,0,0,1,2017-08-28,260,50,249.797,23,0,4,0,3,7,0
495,0,0,0,1,2017-09-05,246,25,261.756,23,0,0,0,1,7,1
496,0,0,0,1,2017-09-05,246,25,261.756,23,0,0,0,1,7,1
497,0,0,0,1,2017-09-05,118,10,261.756,28,0,0,0,3,7,1
498,0,0,0,1,2017-09-05,155,12,261.756,25,0,2,0,2,7,1
499,0,0,0,1,2017-09-07,291,31,261.756,25,0,1,1,2,7,3
500,0,0,0,1,2017-09-08,179,26,261.756,19,1,0,0,8,7,4
501,0,0,0,1,2017-09-08,248,25,261.756,32,0,2,1,1,7,4
502,0,0,0,1,2017-09-11,179,51,261.756,31,0,0,0,4,7,0
503,0,0,0,1,2017-09-13,225,26,261.756,24,0,1,2,1,7,2
504,0,0,0,1,2017-09-18,179,26,261.756,19,1,0,0,2,7,0
505,0,0,0,1,2017-09-19,369,17,261.756,25,0,3,0,8,7,1
506,0,0,0,1,2017-09-26,361,52,261.756,27,0,1,4,8,7,1
507,1,0,0,0,2017-10-05,289,48,284.853,36,0,0,2,1,7,3
508,1,0,0,0,2017-10-05,235,16,284.853,25,1,0,0,3,7,3
509,0,0,0,1,2017-10-06,246,25,284.853,23,0,0,0,8,7,4
510,1,0,0,0,2017-10-11,289,48,284.853,36,0,0,2,3,7,2
511,0,0,0,1,2017-10-11,291,31,284.853,25,0,1,1,2,7,2
512,0,0,0,1,2017-10-17,118,10,284.853,28,0,0,0,2,7,1
513,0,0,0,1,2017-10-19,289,48,284.853,36,0,0,2,2,7,3
514,0,0,0,1,2017-10-20,291,31,284.853,25,0,1,1,1,7,4
515,0,0,0,1,2017-10-24,225,26,284.853,24,0,1,2,2,7,1
516,0,0,0,1,2017-10-24,369,17,284.853,25,0,3,0,8,7,1
517,0,0,0,1,2017-10-24,369,17,284.853,25,0,3,0,3,7,1
518,0,0,0,1,2017-10-24,225,26,284.853,24,0,1,2,4,7,1
519,0,0,0,1,2017-10-24,369,17,284.853,25,0,3,0,8,7,1
520,0,0,0,1,2017-10-25,179,51,284.853,31,0,0,0,3,7,2
521,1,0,0,0,2017-10-25,228,14,284.853,22,0,2,1,1,7,2
522,0,0,0,1,2017-10-25,291,31,284.853,25,0,1,1,1,7,2
523,1,0,0,0,2017-10-26,369,17,284.853,25,0,3,0,8,7,3
524,1,0,0,0,2017-10-26,225,26,284.853,24,0,1,2,1,7,3
525,1,0,0,0,2017-10-27,369,17,284.853,25,0,3,0,8,7,4
526,1,0,0,0,2017-10-27,225,26,284.853,24,0,1,2,3,7,4
527,0,0,0,1,2017-10-29,189,29,284.853,25,0,2,2,8,7,6
528,1,0,0,0,2017-10-29,235,16,284.853,25,1,0,0,8,7,6
529,1,0,0,0,2017-10-29,248,25,284.853,32,0,2,1,8,7,6
530,0,0,0,0,2017-10-29,225,26,284.853,24,0,1,2,0,7,6
531,1,0,0,0,2017-10-31,225,26,284.853,24,0,1,2,3,7,1
532,0,0,1,0,2017-11-07,179,51,268.519,31,0,0,0,1,7,1
533,0,0,0,1,2017-11-08,118,10,268.519,28,0,0,0,3,7,2
534,1,0,0,0,2017-11-08,330,16,268.519,25,1,0,0,24,7,2
535,0,0,0,1,2017-11-10,179,51,268.519,31,0,0,0,1,7,4
536,1,0,0,0,2017-11-14,118,10,268.519,28,0,0,0,8,7,1
537,0,0,0,1,2017-11-15,289,36,268.519,30,0,2,1,8,7,2
538,1,0,0,0,2017-11-17,235,16,268.519,25,1,0,0,8,7,4
539,0,0,0,1,2017-11-17,225,26,268.519,24,0,1,2,4,7,4
540,0,0,0,1,2017-11-21,361,52,268.519,27,0,1,4,8,7,1
541,0,0,0,1,2017-11-22,291,31,268.519,25,0,1,1,2,7,2
542,1,0,0,0,2017-11-23,118,10,268.519,28,0,0,0,2,7,3
543,1,0,0,0,2017-11-23,225,26,268.519,24,0,1,2,3,7,3
544,0,0,0,1,2017-11-27,179,51,268.519,31,0,0,0,1,7,0
545,0,0,0,1,2017-11-27,118,10,268.519,28,0,0,0,8,7,0
546,1,0,0,0,2017-11-28,118,10,268.519,28,0,0,0,8,7,1
547,0,0,0,1,2017-11-28,225,26,268.519,24,0,1,2,2,7,1
548,0,0,0,0,2017-11-28,291,31,268.519,25,0,1,1,0,7,1
549,0,0,0,0,2017-11-29,289,36,268.519,30,0,2,1,0,7,2
550,1,0,0,0,2017-11-30,248,25,268.519,32,0,2,1,4,7,3
551,0,0,0,0,2017-11-30,235,20,268.519,38,0,1,0,0,7,3
552,0,0,0,1,2017-11-24,225,26,268.519,24,0,1,2,2,7,4
553,0,0,0,1,2017-11-24,369,17,268.519,25,0,3,0,8,7,4
554,0,0,0,1,2017-11-27,361,52,268.519,27,0,1,4,2,7,0
555,1,0,0,0,2017-12-05,179,51,280.549,31,0,0,0,32,7,1
556,0,0,0,1,2017-12-06,291,31,280.549,25,0,1,1,1,7,2
557,0,0,0,1,2017-12-06,225,26,280.549,24,0,1,2,3,7,2
558,1,0,0,0,2017-12-08,179,26,280.549,19,1,0,0,1,7,4
559,0,0,0,1,2017-12-08,225,26,280.549,24,0,1,2,3,7,4
560,0,0,0,1,2017-12-13,225,26,280.549,24,0,1,2,3,7,2
561,1,0,0,0,2017-12-14,361,52,280.549,27,0,1,4,4,7,3
562,0,0,1,0,2017-12-15,179,22,280.549,22,1,2,0,2,7,4
563,0,0,0,1,2017-12-15,235,20,280.549,38,0,1,0,8,7,4
564,0,0,1,0,2017-12-18,233,51,280.549,21,1,1,8,8,7,0
565,1,0,0,0,2017-12-19,179,26,280.549,19,1,0,0,16,7,1
566,0,0,0,1,2017-12-19,225,26,280.549,24,0,1,2,2,7,1
567,0,0,0,1,2017-12-21,225,26,280.549,24,0,1,2,3,7,3
568,0,0,0,1,2017-12-18,225,26,280.549,24,0,1,2,2,7,0
569,0,0,1,0,2017-12-19,155,12,280.549,25,0,2,0,80,7,1
570,1,0,0,0,2018-01-01,179,26,313.532,19,1,0,0,24,7,0
571,1,0,0,0,2018-01-04,179,26,313.532,19,1,0,0,16,7,3
572,0,0,0,1,2018-01-04,179,22,313.532,22,1,2,0,2,7,3
573,0,0,0,1,2018-01-05,179,22,313.532,22,1,2,0,2,7,4
574,1,0,0,0,2018-01-08,179,26,313.532,19,1,0,0,3,7,0
575,0,0,0,1,2018-01-10,179,22,313.532,22,1,2,0,2,7,2
576,1,0,0,0,2018-01-11,289,48,313.532,36,0,0,2,8,7,3
577,0,0,1,0,2018-01-12,179,22,313.532,22,1,2,0,3,7,4
578,0,0,0,1,2018-01-15,179,26,313.532,19,1,0,0,2,7,0
579,0,0,1,0,2018-01-16,155,12,313.532,25,0,2,0,8,7,1
580,0,0,0,1,2018-01-17,179,26,313.532,19,1,0,0,2,7,2
581,0,0,0,1,2018-01-17,179,51,313.532,31,0,0,0,3,7,2
582,1,0,0,0,2018-01-17,289,36,313.532,30,0,2,1,8,7,2
583,0,0,0,1,2018-01-18,179,51,313.532,31,0,0,0,3,7,3
584,0,0,0,1,2018-01-26,179,51,313.532,31,0,0,0,2,7,4
585,1,0,0,0,2018-02-06,179,51,264.249,31,0,0,0,8,7,1
586,0,0,0,1,2018-02-06,225,26,264.249,24,0,1,2,3,7,1
587,1,0,0,0,2018-02-07,248,25,264.249,32,0,2,1,8,7,2
588,0,0,0,1,2018-02-07,179,51,264.249,31,0,0,0,2,7,2
589,0,0,0,1,2018-02-08,225,26,264.249,24,0,1,2,3,7,3
590,0,0,0,1,2018-02-08,179,51,264.249,31,0,0,0,2,7,3
591,0,0,0,1,2018-02-08,179,26,264.249,19,1,0,0,2,7,3
592,0,0,0,1,2018-02-09,225,15,264.249,28,1,2,2,2,7,4
593,0,0,0,1,2018-02-09,179,51,264.249,31,0,0,0,2,7,4
594,0,0,1,0,2018-02-12,233,51,264.249,21,1,1,8,2,7,0
595,0,0,0,1,2018-02-12,179,51,264.249,31,0,0,0,2,7,0
596,1,0,0,0,2018-02-13,225,26,264.249,24,0,1,2,8,7,1
597,0,0,0,1,2018-02-14,179,51,264.249,31,0,0,0,3,7,2
598,0,0,0,1,2018-02-15,179,51,264.249,31,0,0,0,3,7,3
599,0,0,0,1,2018-02-15,225,26,264.249,24,0,1,2,3,7,3
600,1,0,0,0,2018-02-15,179,26,264.249,19,1,0,0,2,7,3
601,0,0,0,1,2018-02-16,179,22,264.249,22,1,2,0,2,7,4
602,0,0,0,1,2018-02-16,179,51,264.249,31,0,0,0,3,7,4
603,1,0,0,0,2018-02-21,233,51,264.249,21,1,1,8,3,7,2
604,0,0,0,1,2018-02-21,179,26,264.249,19,1,0,0,2,7,2
605,0,0,0,1,2018-02-21,179,51,264.249,31,0,0,0,2,7,2
606,1,0,0,0,2018-02-22,179,51,264.249,31,0,0,0,8,7,3
607,0,0,0,1,2018-02-23,179,51,264.249,31,0,0,0,2,7,4
608,0,0,0,1,2018-02-26,155,12,264.249,25,0,2,0,5,7,0
609,0,0,0,1,2018-02-26,235,16,264.249,25,1,0,0,3,7,0
610,0,0,0,1,2018-02-26,179,51,264.249,31,0,0,0,2,7,0
611,1,0,0,0,2018-02-26,225,26,264.249,24,0,1,2,2,7,0
612,0,0,0,1,2018-02-27,179,51,264.249,31,0,0,0,2,7,1
613,0,0,0,1,2018-02-27,248,25,264.249,32,0,2,1,2,7,1
614,0,0,0,1,2018-02-27,225,26,264.249,24,0,1,2,2,7,1
615,0,0,0,1,2018-02-28,179,51,264.249,31,0,0,0,2,7,2
616,0,0,0,1,2018-02-22,179,51,264.249,31,0,0,0,2,7,3
617,0,0,0,1,2018-02-23,235,16,264.249,25,1,0,0,2,7,4
618,0,0,0,1,2018-03-05,179,51,222.196,31,0,0,0,2,7,0
619,0,0,0,1,2018-03-05,248,25,222.196,32,0,2,1,2,7,0
620,0,0,0,1,2018-03-06,228,14,222.196,22,0,2,1,3,7,1
621,0,0,0,1,2018-03-06,248,25,222.196,32,0,2,1,3,7,1
622,1,0,0,0,2018-03-06,228,14,222.196,22,0,2,1,112,7,1
623,0,0,0,1,2018-03-07,179,51,222.196,31,0,0,0,2,7,2
624,0,0,0,1,2018-03-08,225,26,222.196,24,0,1,2,2,7,3
625,0,0,0,1,2018-03-08,179,51,222.196,31,0,0,0,3,7,3
626,0,0,0,1,2018-03-08,225,26,222.196,24,0,1,2,2,7,3
627,0,0,0,1,2018-03-09,179,26,222.196,19,1,0,0,3,7,4
628,0,0,0,1,2018-03-12,235,16,222.196,25,1,0,0,3,7,0
629,0,0,1,0,2018-03-12,361,52,222.196,27,0,1,4,8,7,0
630,1,0,0,0,2018-03-13,179,51,222.196,31,0,0,0,8,7,1
631,0,0,0,1,2018-03-14,179,51,222.196,31,0,0,0,2,7,2
632,0,0,0,1,2018-03-15,179,51,222.196,31,0,0,0,3,7,3
633,0,0,0,1,2018-03-16,179,26,222.196,19,1,0,0,2,7,4
634,1,0,0,0,2018-03-19,179,51,222.196,31,0,0,0,4,7,0
635,1,0,0,0,2018-03-19,248,25,222.196,32,0,2,1,2,7,0
636,0,0,0,1,2018-03-19,179,51,222.196,31,0,0,0,3,7,0
637,1,0,0,0,2018-03-19,225,26,222.196,24,0,1,2,8,7,0
638,0,0,0,1,2018-03-20,179,51,222.196,31,0,0,0,2,7,1
639,0,0,0,1,2018-03-21,289,36,222.196,30,0,2,1,8,7,2
640,0,0,0,1,2018-03-21,228,14,222.196,22,0,2,1,2,7,2
641,0,0,0,1,2018-03-21,179,51,222.196,31,0,0,0,2,7,2
642,0,0,0,1,2018-03-22,248,25,222.196,32,0,2,1,3,7,3
643,0,0,0,1,2018-03-22,179,51,222.196,31,0,0,0,3,7,3
644,0,0,0,1,2018-03-23,179,26,222.196,19,1,0,0,2,7,4
645,0,0,0,1,2018-03-23,179,51,222.196,31,0,0,0,3,7,4
646,0,0,0,1,2018-03-27,179,51,222.196,31,0,0,0,3,7,1
647,0,0,0,1,2018-03-28,118,15,222.196,25,0,2,0,8,7,2
648,1,0,0,0,2018-03-28,155,12,222.196,25,0,2,0,24,7,2
649,0,0,0,1,2018-03-28,179,51,222.196,31,0,0,0,3,7,2
650,0,0,0,1,2018-03-29,179,51,222.196,31,0,0,0,3,7,3
651,1,0,0,0,2018-03-26,179,26,222.196,19,1,0,0,2,7,0
652,0,0,1,0,2018-03-26,289,36,222.196,30,0,2,1,104,7,0
653,0,0,0,1,2018-03-28,369,17,222.196,25,0,3,0,8,7,2
654,1,0,0,0,2018-04-02,225,26,246.288,24,0,1,2,8,7,0
655,1,0,0,0,2018-04-02,118,10,246.288,28,0,0,0,8,7,0
656,0,0,1,0,2018-04-03,361,52,246.288,27,0,1,4,8,7,1
657,0,0,1,0,2018-04-04,248,25,246.288,32,0,2,1,8,7,2
658,1,0,0,0,2018-04-05,189,29,246.288,25,0,2,2,8,7,3
659,0,0,0,1,2018-04-06,179,26,246.288,19,1,0,0,2,7,4
660,1,0,0,0,2018-04-09,369,17,246.288,25,0,3,0,24,7,0
661,0,1,0,0,2018-04-10,179,22,246.288,22,1,2,0,2,7,1
662,0,0,0,1,2018-04-10,118,13,246.288,31,0,1,0,3,7,1
663,0,0,0,1,2018-04-10,361,52,246.288,27,0,1,4,2,7,1
664,1,0,0,0,2018-04-11,118,10,246.288,28,0,0,0,2,7,2
665,0,0,0,1,2018-04-13,235,11,246.288,29,1,1,1,8,7,4
666,0,0,0,1,2018-04-13,179,26,246.288,19,1,0,0,2,7,4
667,0,0,1,0,2018-04-16,225,26,246.288,24,0,1,2,8,7,0
668,0,1,0,0,2018-04-17,235,16,246.288,25,1,0,0,3,7,1
669,0,0,0,1,2018-04-20,179,26,246.288,19,1,0,0,2,7,4
670,0,0,0,1,2018-04-24,155,12,246.288,25,0,2,0,4,7,1
671,0,0,1,0,2018-04-26,225,26,246.288,24,0,1,2,8,7,3
672,1,0,0,0,2018-04-26,118,13,246.288,31,0,1,0,2,7,3
673,0,0,0,1,2018-04-27,179,26,246.288,19,1,0,0,2,7,4
674,0,0,0,1,2018-05-07,235,11,237.656,29,1,1,1,8,7,0
675,0,0,1,0,2018-05-09,225,15,237.656,28,1,2,2,3,7,2
676,0,0,0,1,2018-05-09,235,16,237.656,25,1,0,0,2,7,2
677,1,0,0,0,2018-05-09,118,10,237.656,28,0,0,0,3,7,2
678,0,0,0,1,2018-05-09,235,20,237.656,38,0,1,0,8,7,2
679,1,0,0,0,2018-05-10,179,26,237.656,19,1,0,0,1,7,3
680,0,0,0,1,2018-05-10,291,31,237.656,25,0,1,1,2,7,3
681,1,0,0,0,2018-05-10,225,15,237.656,28,1,2,2,8,7,3
682,0,0,1,0,2018-05-11,300,26,237.656,25,0,2,1,64,7,4
683,0,0,0,1,2018-05-11,225,15,237.656,28,1,2,2,8,7,4
684,0,0,0,1,2018-05-11,179,26,237.656,19,1,0,0,2,7,4
685,0,0,0,1,2018-05-14,118,13,237.656,31,0,1,0,2,7,0
686,1,0,0,0,2018-05-15,118,13,237.656,31,0,1,0,3,7,1
687,0,0,0,1,2018-05-15,118,10,237.656,28,0,0,0,1,7,1
688,0,0,0,0,2018-05-15,118,13,237.656,31,0,1,0,0,7,1
689,0,0,0,1,2018-05-16,179,26,237.656,19,1,0,0,2,7,2
690,0,0,0,0,2018-05-16,378,49,237.656,21,0,2,4,0,7,2
691,0,1,0,0,2018-05-18,179,22,237.656,22,1,2,0,1,7,4
692,1,0,0,0,2018-05-21,155,12,237.656,25,0,2,0,48,7,0
693,1,0,0,0,2018-05-21,235,16,237.656,25,1,0,0,8,7,0
694,0,0,0,1,2018-05-23,291,31,237.656,25,0,1,1,8,7,2
695,1,0,0,0,2018-05-23,179,22,237.656,22,1,2,0,8,7,2
696,1,0,0,0,2018-05-23,225,26,237.656,24,0,1,2,3,7,2
697,1,0,0,0,2018-05-24,330,16,237.656,25,1,0,0,8,7,3
698,0,0,0,1,2018-05-24,235,16,237.656,25,1,0,0,2,7,3
699,0,0,0,1,2018-05-31,291,31,237.656,25,0,1,1,2,7,3
